flight_number,scheduled_departure_date_local,scheduled_departure_datetime_local,scheduled_departure_station_code,scheduled_arrival_station_code,fleet_type,carrier,difficulty_score,difficulty_category,passengers,total_seats,load_factor,total_bags,checked_bags,transfer_bags,hot_transfer_bags,special_service_requests,scheduled_ground_time_minutes,minimum_turn_minutes,ground_buffer
2040,2025-08-01,2025-08-01T20:10:00Z,ORD,DEN,B737-900,Mainline,36.0,Medium-Low,184,179,102.8,207,26,77,1,0.0,77,56,21
3433,2025-08-10,2025-08-10T16:35:00Z,ORD,CVG,ERJ-175,Express,45.0,Medium,69,76,90.8,108,4,50,0,0.0,114,34,80
5652,2025-08-13,2025-08-13T19:38:00Z,ORD,GEG,ERJ-175,Express,50.0,Medium,86,76,113.2,88,9,33,4,0.0,71,34,37
5446,2025-08-04,2025-08-04T15:50:00Z,ORD,CLE,ERJ-175,Express,37.0,Medium-Low,83,76,109.2,76,27,11,0,0.0,56,34,22
534,2025-08-06,2025-08-06T17:55:00Z,ORD,EWR,A321-2NX,Mainline,51.0,Medium,138,200,69.0,100,29,16,10,0.0,76,62,14
2106,2025-08-13,2025-08-13T21:40:00Z,ORD,SFO,A321-2NX,Mainline,44.0,Medium,139,200,69.5,102,23,28,0,0.0,75,62,13
2323,2025-08-07,2025-08-07T09:15:00Z,ORD,MCO,A321-2NX,Mainline,50.0,Medium,284,200,142.0,252,70,56,0,0.0,717,62,655
1612,2025-08-12,2025-08-12T20:00:00Z,ORD,MEM,B737-700,Mainline,37.0,Medium-Low,54,126,42.9,99,11,38,1,0.0,100,43,57
3614,2025-08-03,2025-08-03T21:25:00Z,ORD,MCI,ERJ-175,Express,46.0,Medium,89,76,117.1,105,6,44,5,0.0,154,34,120
5383,2025-08-13,2025-08-13T13:55:00Z,ORD,TVC,CRJ-550,Express,53.0,Medium,54,50,108.0,72,6,27,6,0.0,40,29,11
2039,2025-08-01,2025-08-01T17:51:00Z,ORD,MCO,A321-2NX,Mainline,61.0,Medium-High,258,200,129.0,259,71,53,11,0.0,74,62,12
312,2025-08-04,2025-08-04T18:15:00Z,ORD,CHS,A320-200,Mainline,39.0,Medium-Low,199,150,132.7,167,40,43,1,0.0,70,46,24
1933,2025-08-01,2025-08-01T08:47:00Z,ORD,LAS,B737-900,Mainline,47.0,Medium,191,179,106.7,324,48,93,42,0.0,77,56,21
5118,2025-08-14,2025-08-14T12:45:00Z,ORD,PLN,CRJ-200,Express,40.0,Medium-Low,52,50,104.0,92,30,16,0,0.0,57,29,28
288,2025-08-08,2025-08-08T18:05:00Z,ORD,SNN,B757-200,Mainline,58.0,Medium,197,176,111.9,441,96,110,29,0.0,240,122,118
5395,2025-08-05,2025-08-05T13:44:00Z,ORD,GSO,ERJ-175,Express,50.0,Medium,62,70,88.6,89,17,26,3,0.0,39,34,5
5868,2025-08-06,2025-08-06T19:58:00Z,ORD,YWG,ERJ-175,Express,54.0,Medium,71,76,93.4,112,18,38,0,0.0,68,42,26
4748,2025-08-05,2025-08-05T20:20:00Z,ORD,ATW,CRJ-550,Express,40.0,Medium-Low,49,50,98.0,40,0,20,0,0.0,124,29,95
5124,2025-08-02,2025-08-02T21:07:00Z,ORD,EAU,CRJ-200,Express,30.0,Medium-Low,38,50,76.0,39,11,8,1,0.0,61,29,32
1933,2025-08-12,2025-08-12T08:47:00Z,ORD,LAS,B737-900,Mainline,45.0,Medium,139,179,77.7,171,46,33,13,0.0,528,56,472
293,2025-08-05,2025-08-05T11:00:00Z,ORD,LGA,B737-800,Mainline,54.0,Medium,190,166,114.5,148,52,22,0,0.0,57,51,6
1834,2025-08-07,2025-08-07T11:12:00Z,ORD,TPA,B737-800,Mainline,40.0,Medium-Low,161,166,97.0,176,67,21,0,0.0,1002,51,951
970,2025-08-02,2025-08-02T15:50:00Z,ORD,FCO,B787-10,Mainline,42.0,Medium,300,318,94.3,398,80,109,20,0.0,571,100,471
1657,2025-08-09,2025-08-09T07:00:00Z,ORD,LGA,A319-100,Mainline,43.0,Medium,140,126,111.1,147,40,29,9,0.0,635,43,592
5275,2025-08-01,2025-08-01T20:15:00Z,ORD,DLH,CRJ-550,Express,45.0,Medium,52,50,104.0,74,8,29,0,0.0,99,29,70
3520,2025-08-13,2025-08-13T08:50:00Z,ORD,BDL,ERJ-175,Express,40.0,Medium-Low,81,76,106.6,96,18,27,6,0.0,936,70,866
563,2025-08-05,2025-08-05T07:10:00Z,ORD,EWR,A321-2NX,Mainline,42.0,Medium,223,200,111.5,180,56,28,12,0.0,400,62,338
1803,2025-08-09,2025-08-09T10:44:00Z,ORD,DEN,B737-900,Mainline,72.0,Medium-High,222,179,124.0,313,86,64,13,0.0,23,56,-33
980,2025-08-09,2025-08-09T20:15:00Z,ORD,DUB,B787-8,Mainline,52.0,Medium,285,243,117.3,396,58,140,0,0.0,375,150,225
4789,2025-08-09,2025-08-09T20:00:00Z,ORD,FAR,ERJ-175,Express,54.0,Medium,70,76,92.1,112,18,38,0,0.0,267,34,233
4645,2025-08-13,2025-08-13T11:05:00Z,ORD,FWA,CRJ-200,Express,46.0,Medium,48,50,96.0,122,27,34,0,0.0,88,29,59
714,2025-08-01,2025-08-01T19:52:00Z,ORD,MDT,A320-200,Mainline,46.0,Medium,129,150,86.0,137,10,54,9,0.0,1429,54,1375
2333,2025-08-03,2025-08-03T10:46:00Z,ORD,BWI,B737-900,Mainline,57.0,Medium,199,179,111.2,253,74,49,7,0.0,63,56,7
3601,2025-08-03,2025-08-03T08:50:00Z,ORD,YYZ,ERJ-175,Express,59.0,Medium,80,76,105.3,98,22,22,10,0.0,52,42,10
1859,2025-08-03,2025-08-03T16:50:00Z,ORD,SNA,B737-700,Mainline,41.0,Medium,147,126,116.7,186,73,20,0,0.0,167,43,124
224,2025-08-13,2025-08-13T09:20:00Z,ORD,BZN,B737-800,Mainline,67.0,Medium-High,200,166,120.5,251,47,76,5,0.0,23,51,-28
2278,2025-08-15,2025-08-15T16:15:00Z,ORD,SEA,A321-2NX,Mainline,47.0,Medium,234,200,117.0,298,60,88,2,0.0,80,62,18
1658,2025-08-02,2025-08-02T06:00:00Z,ORD,EWR,B737-MAX9,Mainline,39.0,Medium-Low,201,179,112.3,232,97,19,0,0.0,405,56,349
5344,2025-08-15,2025-08-15T11:05:00Z,ORD,MBS,CRJ-200,Express,47.0,Medium,51,50,102.0,82,13,28,0,0.0,106,29,77
1564,2025-08-03,2025-08-03T20:05:00Z,ORD,MSP,B737-900,Mainline,62.0,Medium-High,184,179,102.8,212,34,72,0,0.0,130,119,11
4416,2025-08-14,2025-08-14T18:05:00Z,ORD,STL,CRJ-550,Express,39.0,Medium-Low,58,50,116.0,63,2,29,1,0.0,316,29,287
5448,2025-08-03,2025-08-03T14:00:00Z,ORD,FWA,CRJ-200,Express,45.0,Medium,49,50,98.0,133,20,42,9,0.0,132,29,103
3694,2025-08-09,2025-08-09T12:52:00Z,ORD,OMA,ERJ-175,Express,61.0,Medium-High,91,76,119.7,127,10,49,9,0.0,47,34,13
4502,2025-08-13,2025-08-13T10:50:00Z,ORD,LEX,CRJ-550,Express,43.0,Medium,55,50,110.0,103,6,44,3,0.0,55,29,26
4390,2025-08-08,2025-08-08T14:09:00Z,ORD,CHA,CRJ-550,Express,36.0,Medium-Low,50,50,100.0,57,13,14,3,0.0,54,29,25
2387,2025-08-07,2025-08-07T06:00:00Z,ORD,MCO,B737-MAX9,Mainline,56.0,Medium,230,179,128.5,134,53,14,0,0.0,78,62,16
3707,2025-08-09,2025-08-09T19:45:00Z,ORD,IND,ERJ-175,Express,42.0,Medium,49,76,64.5,83,5,35,3,0.0,59,39,20
3604,2025-08-02,2025-08-02T19:35:00Z,ORD,CMH,ERJ-175,Express,70.0,Medium-High,78,76,102.6,122,1,56,8,0.0,49,39,10
3542,2025-08-11,2025-08-11T17:58:00Z,ORD,YUL,ERJ-175,Express,48.0,Medium,95,76,125.0,93,13,28,11,0.0,68,42,26
5444,2025-08-15,2025-08-15T08:45:00Z,ORD,LIT,CRJ-550,Express,44.0,Medium,41,50,82.0,69,13,19,5,0.0,40,29,11
2090,2025-08-02,2025-08-02T07:01:00Z,ORD,MIA,B737-800,Mainline,61.0,Medium-High,207,166,124.7,264,104,22,12,0.0,61,57,4
3571,2025-08-08,2025-08-08T13:05:00Z,ORD,IND,ERJ-170,Express,41.0,Medium,72,70,102.9,109,12,40,5,0.0,60,34,26
2059,2025-08-06,2025-08-06T19:55:00Z,ORD,PDX,B737-MAX9,Mainline,48.0,Medium,189,179,105.6,218,42,65,4,0.0,85,56,29
1989,2025-08-01,2025-08-01T18:20:00Z,ORD,BOS,B737-900,Mainline,53.0,Medium,211,179,117.9,230,81,34,0,0.0,70,56,14
2011,2025-08-14,2025-08-14T08:48:00Z,ORD,YVR,A320-200,Mainline,60.0,Medium,157,150,104.7,258,67,52,20,0.0,62,60,2
4780,2025-08-14,2025-08-14T11:00:00Z,ORD,CAK,CRJ-550,Express,33.0,Medium-Low,45,50,90.0,55,6,21,1,0.0,2731,29,2702
1933,2025-08-04,2025-08-04T08:47:00Z,ORD,LAS,B737-900,Mainline,52.0,Medium,200,179,111.7,238,60,51,16,0.0,73,56,17
2202,2025-08-12,2025-08-12T18:25:00Z,ORD,IAH,B737-900,Mainline,73.0,Medium-High,200,179,111.7,154,43,34,0,0.0,9,56,-47
2232,2025-08-08,2025-08-08T07:24:00Z,ORD,MSP,B737-800,Mainline,50.0,Medium,147,166,88.6,170,30,53,4,0.0,55,51,4
1741,2025-08-09,2025-08-09T09:20:00Z,ORD,JAC,B737-700,Mainline,48.0,Medium,167,126,132.5,206,44,55,8,0.0,92,43,49
5493,2025-08-13,2025-08-13T11:05:00Z,ORD,ATW,CRJ-200,Express,63.0,Medium-High,63,50,126.0,118,10,49,0,0.0,104,29,75
845,2025-08-01,2025-08-01T21:20:00Z,ORD,GRU,B787-10,Mainline,54.0,Medium,367,318,115.4,893,217,220,19,0.0,360,155,205
1740,2025-08-03,2025-08-03T07:11:00Z,ORD,RSW,B737-MAX9,Mainline,47.0,Medium,260,179,145.3,210,77,28,0,0.0,401,56,345
2628,2025-08-15,2025-08-15T21:30:00Z,ORD,BNA,B737-800,Mainline,35.0,Medium-Low,81,166,48.8,112,13,43,0,0.0,73,51,22
5344,2025-08-11,2025-08-11T11:05:00Z,ORD,MBS,CRJ-200,Express,35.0,Medium-Low,47,50,94.0,85,20,22,1,0.0,106,29,77
1531,2025-08-14,2025-08-14T20:20:00Z,ORD,DSM,A319-100,Mainline,58.0,Medium,145,126,115.1,200,19,81,0,0.0,64,43,21
622,2025-08-14,2025-08-14T13:04:00Z,ORD,DEN,B777-2HD,Mainline,53.0,Medium,409,364,112.4,610,210,89,12,0.0,99,87,12
769,2025-08-15,2025-08-15T21:35:00Z,ORD,BCN,B787-8,Mainline,57.0,Medium,275,243,113.2,358,68,111,0,0.0,480,95,385
767,2025-08-11,2025-08-11T21:32:00Z,ORD,DEN,A321-2NX,Mainline,63.0,Medium-High,224,200,112.0,198,25,74,0,0.0,72,62,10
1983,2025-08-08,2025-08-08T16:50:00Z,ORD,LAX,B737-900,Mainline,42.0,Medium,203,179,113.4,284,82,57,6,0.0,115,56,59
4380,2025-08-13,2025-08-13T07:05:00Z,ORD,SYR,CRJ-550,Express,58.0,Medium,45,50,90.0,64,4,23,10,0.0,35,29,6
3635,2025-08-04,2025-08-04T21:20:00Z,ORD,MSN,ERJ-170,Express,36.0,Medium-Low,64,70,91.4,45,1,20,3,0.0,166,34,132
1363,2025-08-02,2025-08-02T12:54:00Z,ORD,LAX,A321-2NX,Mainline,56.0,Medium,266,200,133.0,324,108,45,18,0.0,75,62,13
2652,2025-08-04,2025-08-04T16:20:00Z,ORD,RSW,B737-800,Mainline,77.0,Medium-High,200,166,120.5,250,59,66,0,0.0,-26,51,-77
758,2025-08-05,2025-08-05T10:35:00Z,ORD,EWR,B737-900,Mainline,71.0,Medium-High,210,179,117.3,241,70,42,17,0.0,14,56,-42
1634,2025-08-07,2025-08-07T14:24:00Z,ORD,IAD,B737-MAX9,Mainline,46.0,Medium,206,179,115.1,239,65,54,1,0.0,77,56,21
5376,2025-08-05,2025-08-05T14:30:00Z,ORD,LEX,ERJ-175,Express,44.0,Medium,72,70,102.9,88,12,32,0,0.0,77,34,43
5362,2025-08-07,2025-08-07T21:40:00Z,ORD,MKE,CRJ-200,Express,52.0,Medium,52,50,104.0,80,18,22,0,0.0,96,29,67
2195,2025-08-04,2025-08-04T11:06:00Z,ORD,BDL,B737-800,Mainline,35.0,Medium-Low,166,166,100.0,148,38,34,4,0.0,129,51,78
1742,2025-08-09,2025-08-09T18:26:00Z,ORD,JAX,B737-800,Mainline,72.0,Medium-High,144,166,86.7,206,29,74,0,0.0,3,51,-48
378,2025-08-13,2025-08-13T13:55:00Z,ORD,LAX,B737-900,Mainline,71.0,Medium-High,192,179,107.3,471,183,50,5,0.0,46,56,-10
5624,2025-08-05,2025-08-05T17:50:00Z,ORD,LEX,ERJ-175,Express,56.0,Medium,95,76,125.0,127,1,53,19,0.0,222,34,188
563,2025-08-13,2025-08-13T07:10:00Z,ORD,EWR,A321-2NX,Mainline,44.0,Medium,230,200,115.0,141,24,39,15,0.0,477,62,415
5309,2025-08-15,2025-08-15T20:05:00Z,ORD,FWA,CRJ-200,Express,51.0,Medium,52,50,104.0,110,13,42,0,0.0,82,29,53
2378,2025-08-14,2025-08-14T21:42:00Z,ORD,LAX,A321-2NX,Mainline,45.0,Medium,126,200,63.0,122,16,45,0,0.0,82,62,20
3433,2025-08-06,2025-08-06T18:10:00Z,ORD,CVG,ERJ-170,Express,46.0,Medium,72,70,102.9,106,15,38,0,0.0,320,34,286
4518,2025-08-07,2025-08-07T16:47:00Z,ORD,STL,CRJ-550,Express,53.0,Medium,59,50,118.0,56,2,26,0,0.0,44,29,15
3468,2025-08-04,2025-08-04T11:50:00Z,ORD,BGR,ERJ-170,Express,54.0,Medium,84,70,120.0,92,16,30,0,0.0,47,34,13
5383,2025-08-05,2025-08-05T13:55:00Z,ORD,TVC,CRJ-550,Express,59.0,Medium,64,50,128.0,86,0,38,10,0.0,40,29,11
5038,2025-08-06,2025-08-06T11:05:00Z,ORD,PLN,CRJ-200,Express,44.0,Medium,40,50,80.0,73,17,18,3,0.0,4116,29,4087
5568,2025-08-11,2025-08-11T09:07:00Z,ORD,MLI,CRJ-200,Express,44.0,Medium,45,50,90.0,100,19,31,0,0.0,62,29,33
5843,2025-08-15,2025-08-15T10:50:00Z,ORD,ECP,ERJ-175,Express,63.0,Medium-High,71,76,93.4,84,23,18,2,0.0,-22,34,-56
5643,2025-08-12,2025-08-12T21:10:00Z,ORD,CAK,CRJ-550,Express,69.0,Medium-High,68,50,136.0,90,6,29,20,0.0,45,29,16
786,2025-08-11,2025-08-11T11:17:00Z,ORD,BTV,A320-200,Mainline,45.0,Medium,161,150,107.3,194,45,52,0,0.0,90,46,44
1198,2025-08-03,2025-08-03T09:21:00Z,ORD,CUN,B737-900,Mainline,39.0,Medium-Low,265,179,148.0,236,115,3,0,0.0,98,70,28
4497,2025-08-09,2025-08-09T14:00:00Z,ORD,ROA,CRJ-550,Express,49.0,Medium,52,50,104.0,139,8,55,13,0.0,60,29,31
5905,2025-08-02,2025-08-02T08:45:00Z,ORD,MTJ,ERJ-175,Express,49.0,Medium,103,76,135.5,123,42,18,3,0.0,54,34,20
5026,2025-08-02,2025-08-02T21:05:00Z,ORD,JST,CRJ-200,Express,30.0,Medium-Low,33,50,66.0,54,11,15,2,0.0,75,29,46
5555,2025-08-14,2025-08-14T18:10:00Z,ORD,MKE,CRJ-200,Express,48.0,Medium,30,50,60.0,73,5,27,9,0.0,80,29,51
4571,2025-08-05,2025-08-05T20:00:00Z,ORD,XNA,CRJ-550,Express,41.0,Medium,50,50,100.0,62,9,22,0,0.0,80,29,51
1097,2025-08-05,2025-08-05T11:15:00Z,ORD,DCA,B737-800,Mainline,33.0,Medium-Low,87,166,52.4,94,34,13,0,0.0,80,60,20
1834,2025-08-13,2025-08-13T11:12:00Z,ORD,TPA,B737-800,Mainline,40.0,Medium-Low,188,166,113.3,180,67,23,0,0.0,83,51,32
1975,2025-08-07,2025-08-07T07:30:00Z,ORD,ATL,A319-100,Mainline,49.0,Medium,147,126,116.7,146,56,17,0,0.0,527,43,484
4458,2025-08-06,2025-08-06T12:45:00Z,ORD,LIT,CRJ-550,Express,50.0,Medium,62,50,124.0,109,12,32,21,0.0,65,29,36
4568,2025-08-04,2025-08-04T10:35:00Z,ORD,SCE,CRJ-550,Express,50.0,Medium,49,50,98.0,59,8,15,13,0.0,49,29,20
1851,2025-08-14,2025-08-14T09:00:00Z,ORD,ALB,A319-100,Mainline,46.0,Medium,137,126,108.7,180,27,63,0,0.0,85,43,42
5447,2025-08-04,2025-08-04T11:05:00Z,ORD,PVD,ERJ-175,Express,38.0,Medium-Low,68,70,97.1,78,20,19,0,0.0,90,34,56
1564,2025-08-07,2025-08-07T20:05:00Z,ORD,MSP,B737-800,Mainline,75.0,Medium-High,180,166,108.4,196,30,68,0,0.0,-18,51,-69
1030,2025-08-04,2025-08-04T19:35:00Z,ORD,ABQ,A321-2NX,Mainline,67.0,Medium-High,115,200,57.5,171,9,69,15,0.0,-50,62,-112
2417,2025-08-01,2025-08-01T16:13:00Z,ORD,SAN,B737-900,Mainline,39.0,Medium-Low,197,179,110.1,286,79,63,2,0.0,81,56,25
2155,2025-08-03,2025-08-03T19:40:00Z,ORD,LAX,B757-300,Mainline,44.0,Medium,254,234,108.5,325,134,28,1,0.0,1415,66,1349
1205,2025-08-12,2025-08-12T11:46:00Z,ORD,EWR,B737-900,Mainline,53.0,Medium,224,179,125.1,262,100,31,0,0.0,67,56,11
1905,2025-08-11,2025-08-11T18:10:00Z,ORD,PIT,A320-200,Mainline,50.0,Medium,187,150,124.7,197,18,73,15,0.0,76,46,30
2147,2025-08-05,2025-08-05T18:30:00Z,ORD,ALB,A319-100,Mainline,55.0,Medium,146,126,115.9,118,8,51,0,0.0,103,43,60
1316,2025-08-13,2025-08-13T11:14:00Z,ORD,SRQ,B737-700,Mainline,40.0,Medium-Low,117,126,92.9,152,46,30,0,0.0,111,43,68
1377,2025-08-04,2025-08-04T11:20:00Z,ORD,MYR,B737-700,Mainline,74.0,Medium-High,176,126,139.7,160,53,27,0,0.0,18,43,-25
4185,2025-08-09,2025-08-09T20:05:00Z,ORD,STL,CRJ-550,Express,50.0,Medium,57,50,114.0,100,6,44,0,0.0,70,29,41
3614,2025-08-12,2025-08-12T21:25:00Z,ORD,MCI,ERJ-170,Express,44.0,Medium,59,70,84.3,60,0,29,2,0.0,174,34,140
5555,2025-08-10,2025-08-10T18:10:00Z,ORD,MKE,CRJ-200,Express,49.0,Medium,56,50,112.0,119,26,33,1,0.0,127,29,98
3551,2025-08-01,2025-08-01T19:40:00Z,ORD,SDF,ERJ-175,Express,60.0,Medium,70,76,92.1,124,10,48,8,0.0,47,39,8
1872,2025-08-15,2025-08-15T14:40:00Z,ORD,MSP,A320-200,Mainline,56.0,Medium,162,150,108.0,210,28,77,0,0.0,57,46,11
4574,2025-08-11,2025-08-11T10:56:00Z,ORD,YOW,CRJ-550,Express,42.0,Medium,47,50,94.0,62,4,27,0,0.0,102,37,65
476,2025-08-13,2025-08-13T10:53:00Z,ORD,CVG,A320-200,Mainline,34.0,Medium-Low,102,150,68.0,64,6,26,0,0.0,192,46,146
4789,2025-08-11,2025-08-11T20:00:00Z,ORD,FAR,ERJ-175,Express,76.0,Medium-High,88,76,115.8,74,6,31,0,0.0,-25,34,-59
4517,2025-08-02,2025-08-02T14:10:00Z,ORD,SCE,CRJ-550,Express,45.0,Medium,55,50,110.0,94,4,40,6,0.0,55,29,26
5230,2025-08-01,2025-08-01T14:00:00Z,ORD,CRW,CRJ-550,Express,49.0,Medium,52,50,104.0,73,5,29,5,0.0,45,29,16
1941,2025-08-08,2025-08-08T14:26:00Z,ORD,CVG,A319-100,Mainline,39.0,Medium-Low,114,126,90.5,135,16,50,3,0.0,71,43,28
310,2025-08-06,2025-08-06T15:53:00Z,ORD,MCI,A319-100,Mainline,54.0,Medium,141,126,111.9,181,34,55,3,0.0,59,43,16
482,2025-08-15,2025-08-15T07:00:00Z,ORD,CHS,B737-MAX8,Mainline,49.0,Medium,163,166,98.2,136,48,18,4,0.0,63,57,6
5565,2025-08-13,2025-08-13T14:04:00Z,ORD,CHO,CRJ-550,Express,64.0,Medium-High,56,50,112.0,74,13,22,4,0.0,20,29,-9
1905,2025-08-04,2025-08-04T18:10:00Z,ORD,PIT,A319-100,Mainline,37.0,Medium-Low,122,126,96.8,131,22,41,5,0.0,80,43,37
4488,2025-08-09,2025-08-09T09:00:00Z,ORD,DSM,CRJ-550,Express,42.0,Medium,62,50,124.0,36,3,15,0,0.0,55,29,26
1832,2025-08-14,2025-08-14T07:10:00Z,ORD,CMH,B737-700,Mainline,73.0,Medium-High,120,126,95.2,148,13,53,16,0.0,-27,43,-70
4542,2025-08-02,2025-08-02T20:05:00Z,ORD,LIT,CRJ-550,Express,37.0,Medium-Low,35,50,70.0,50,2,23,0,0.0,70,29,41
4718,2025-08-15,2025-08-15T14:30:00Z,ORD,DAY,CRJ-550,Express,45.0,Medium,49,50,98.0,76,8,30,0,0.0,75,29,46
2430,2025-08-09,2025-08-09T14:10:00Z,ORD,BNA,B737-700,Mainline,46.0,Medium,140,126,111.1,213,40,62,9,0.0,74,43,31
5026,2025-08-10,2025-08-10T21:05:00Z,ORD,JST,CRJ-200,Express,38.0,Medium-Low,18,50,36.0,39,10,9,1,0.0,40,29,11
275,2025-08-12,2025-08-12T08:45:00Z,ORD,RAP,A320-200,Mainline,56.0,Medium,131,150,87.3,142,13,43,30,0.0,64,46,18
1477,2025-08-14,2025-08-14T07:30:00Z,ORD,PHX,B737-MAX9,Mainline,31.0,Medium-Low,119,179,66.5,128,42,22,0,0.0,92,62,30
1252,2025-08-03,2025-08-03T07:00:00Z,ORD,DCA,A319-100,Mainline,44.0,Medium,114,126,90.5,224,33,64,30,0.0,643,43,600
2226,2025-08-04,2025-08-04T14:27:00Z,ORD,CLE,B737-900,Mainline,44.0,Medium,189,179,105.6,226,55,58,0,0.0,93,56,37
1414,2025-08-01,2025-08-01T08:45:00Z,ORD,BOI,A319-100,Mainline,57.0,Medium,175,126,138.9,140,26,40,8,0.0,64,43,21
2144,2025-08-03,2025-08-03T13:01:00Z,ORD,YYZ,A320-200,Mainline,49.0,Medium,171,150,114.0,244,96,23,6,0.0,72,60,12
2666,2025-08-15,2025-08-15T05:00:00Z,ORD,DEN,A321-2NX,Mainline,35.0,Medium-Low,125,200,62.5,194,65,32,0,0.0,285,62,223
1306,2025-08-06,2025-08-06T07:30:00Z,ORD,TPA,B737-MAX9,Mainline,34.0,Medium-Low,185,179,103.4,212,79,26,2,0.0,92,62,30
1677,2025-08-01,2025-08-01T15:48:00Z,ORD,BOS,B737-800,Mainline,44.0,Medium,223,166,134.3,160,62,15,6,0.0,73,51,22
944,2025-08-06,2025-08-06T15:10:00Z,ORD,FRA,B787-10,Mainline,48.0,Medium,347,318,109.1,598,102,197,0,0.0,250,155,95
5795,2025-08-01,2025-08-01T09:00:00Z,ORD,TUL,ERJ-175,Express,34.0,Medium-Low,74,76,97.4,67,7,26,1,0.0,770,34,736
5376,2025-08-09,2025-08-09T14:30:00Z,ORD,LEX,ERJ-175,Express,69.0,Medium-High,80,76,105.3,130,12,52,2,0.0,-141,39,-180
2677,2025-08-10,2025-08-10T17:56:00Z,ORD,IAD,B757-200,Mainline,54.0,Medium,184,176,104.5,377,93,80,31,0.0,246,122,124
5392,2025-08-05,2025-08-05T19:36:00Z,ORD,OKC,ERJ-175,Express,41.0,Medium,65,76,85.5,101,3,44,7,0.0,61,34,27
2609,2025-08-02,2025-08-02T09:04:00Z,ORD,SNA,B737-700,Mainline,45.0,Medium,180,126,142.9,158,57,22,0,0.0,156,43,113
1129,2025-08-03,2025-08-03T20:30:00Z,ORD,BOS,B737-800,Mainline,49.0,Medium,181,166,109.0,90,32,13,0,0.0,130,114,16
1793,2025-08-08,2025-08-08T08:50:00Z,ORD,MSP,A320-200,Mainline,39.0,Medium-Low,138,150,92.0,127,27,32,9,0.0,747,46,701
5593,2025-08-10,2025-08-10T08:57:00Z,ORD,MEM,ERJ-175,Express,55.0,Medium,84,76,110.5,145,29,37,13,0.0,52,34,18
4194,2025-08-02,2025-08-02T14:30:00Z,ORD,DAY,CRJ-550,Express,41.0,Medium,57,50,114.0,90,8,36,2,0.0,205,29,176
1634,2025-08-05,2025-08-05T14:24:00Z,ORD,IAD,B737-MAX9,Mainline,47.0,Medium,192,179,107.3,335,61,99,15,0.0,77,56,21
4445,2025-08-01,2025-08-01T10:55:00Z,ORD,BHM,CRJ-550,Express,36.0,Medium-Low,49,50,98.0,71,10,25,1,0.0,76,29,47
1205,2025-08-13,2025-08-13T11:46:00Z,ORD,EWR,B737-900,Mainline,56.0,Medium,225,179,125.7,311,110,45,1,0.0,67,56,11
2389,2025-08-13,2025-08-13T10:57:00Z,ORD,RSW,B737-900,Mainline,41.0,Medium,122,179,68.2,136,41,27,0,0.0,73,56,17
1129,2025-08-02,2025-08-02T19:45:00Z,ORD,BOS,B737-MAX8,Mainline,57.0,Medium,181,166,109.0,153,41,31,9,0.0,65,60,5
1576,2025-08-01,2025-08-01T20:00:00Z,ORD,LGA,B737-800,Mainline,48.0,Medium,198,166,119.3,152,40,36,0,0.0,80,51,29
1580,2025-08-12,2025-08-12T19:35:00Z,ORD,YVR,B737-800,Mainline,42.0,Medium,92,166,55.4,123,22,36,7,0.0,169,65,104
4194,2025-08-09,2025-08-09T14:30:00Z,ORD,DAY,CRJ-550,Express,39.0,Medium-Low,50,50,100.0,69,2,31,3,0.0,75,29,46
1097,2025-08-07,2025-08-07T11:15:00Z,ORD,DCA,B737-800,Mainline,62.0,Medium-High,133,166,80.1,125,33,27,5,0.0,22,51,-29
5253,2025-08-15,2025-08-15T19:42:00Z,ORD,FCA,ERJ-175,Express,47.0,Medium,81,76,106.6,87,12,29,5,0.0,47,34,13
5868,2025-08-13,2025-08-13T19:58:00Z,ORD,YWG,ERJ-175,Express,60.0,Medium,90,76,118.4,132,9,57,0,0.0,168,42,126
5309,2025-08-08,2025-08-08T20:05:00Z,ORD,FWA,CRJ-200,Express,50.0,Medium,51,50,102.0,114,14,42,2,0.0,82,29,53
1041,2025-08-07,2025-08-07T15:35:00Z,ORD,GRR,B737-700,Mainline,48.0,Medium,109,126,86.5,111,8,44,7,0.0,57,43,14
1674,2025-08-09,2025-08-09T08:36:00Z,ORD,AUA,B737-900,Mainline,69.0,Medium-High,233,179,130.2,280,90,40,20,0.0,62,70,-8
5493,2025-08-09,2025-08-09T11:05:00Z,ORD,ATW,CRJ-200,Express,44.0,Medium,64,50,128.0,105,19,32,3,0.0,99,29,70
5493,2025-08-12,2025-08-12T11:05:00Z,ORD,ATW,CRJ-200,Express,45.0,Medium,60,50,120.0,111,20,34,3,0.0,106,29,77
1741,2025-08-02,2025-08-02T09:20:00Z,ORD,JAC,B737-700,Mainline,82.0,High,203,126,161.1,244,75,43,8,0.0,-3,43,-46
1297,2025-08-08,2025-08-08T08:45:00Z,ORD,DFW,B737-700,Mainline,44.0,Medium,140,126,111.1,187,58,31,9,0.0,70,43,27
5309,2025-08-09,2025-08-09T20:05:00Z,ORD,FWA,CRJ-200,Express,49.0,Medium,53,50,106.0,112,17,39,0,0.0,185,29,156
669,2025-08-14,2025-08-14T07:10:00Z,ORD,AUS,B737-800,Mainline,33.0,Medium-Low,34,166,20.5,15,5,2,1,0.0,41,51,-10
